"condition","Iteration","InSampleError","Error","Model"
1,98,0.208465407024164,0.152947842996125,"Homothetic Exponential"
1,99,0.206886615569342,0.169231001493961,"Homothetic Exponential"
1,100,0.151338389734017,0.217444816813294,"Homothetic Exponential"
1,1,0.140393083654749,0.215221263163559,"Hyperbolic"
1,2,0.163913928109821,0.162659265778369,"Hyperbolic"
1,3,0.157839966383634,0.192686454017382,"Hyperbolic"
1,4,0.154392005640623,0.176706107261701,"Hyperbolic"
1,5,0.157217916142214,0.163925141063016,"Hyperbolic"
1,6,0.166462669700666,0.164083183839741,"Hyperbolic"
1,7,0.161095609341992,0.168387278386565,"Hyperbolic"
1,8,0.157449097624525,0.176818194685414,"Hyperbolic"
1,9,0.150140862412852,0.191136864122135,"Hyperbolic"
1,10,0.17825782798516,0.154129173330693,"Hyperbolic"
1,11,0.162379873202268,0.177288319618522,"Hyperbolic"
1,12,0.165897571091634,0.156388924385657,"Hyperbolic"
1,13,0.149629785456512,0.170511305005792,"Hyperbolic"
1,14,0.16217917806599,0.168726224158625,"Hyperbolic"
1,15,0.166521510327205,0.16378860357635,"Hyperbolic"
1,16,0.156599517612452,0.185536839789492,"Hyperbolic"
1,17,0.145803915200141,0.213268222263545,"Hyperbolic"
1,18,0.158100855071631,0.191551307343433,"Hyperbolic"
1,19,0.146799418027131,0.192087400269375,"Hyperbolic"
1,20,0.1653466699694,0.178446530263161,"Hyperbolic"
1,21,0.15287581347453,0.176641151678069,"Hyperbolic"
1,22,0.166601792791976,0.175319155393218,"Hyperbolic"
1,23,0.168001882531672,0.157078418151277,"Hyperbolic"
1,24,0.153773414511132,0.196766834422794,"Hyperbolic"
1,25,0.160635823189752,0.178446905174537,"Hyperbolic"
1,26,0.181444010746892,0.138335801905072,"Hyperbolic"
1,27,0.165470268446707,0.15094506144462,"Hyperbolic"
1,28,0.136377290949682,0.190899494942492,"Hyperbolic"
1,29,0.139433111270583,0.172423549906002,"Hyperbolic"
1,30,0.156840460007201,0.154184274420715,"Hyperbolic"
1,31,0.147883072797062,0.201569707679091,"Hyperbolic"
1,32,0.172208496557076,0.175751718467708,"Hyperbolic"
1,33,0.119800022640109,0.212770782568807,"Hyperbolic"
1,34,0.170926217060266,0.155366683829303,"Hyperbolic"
1,35,0.169429530416766,0.15828529774909,"Hyperbolic"
1,36,0.176545432821803,0.158960178314792,"Hyperbolic"
1,37,0.178685087969773,0.138226412748035,"Hyperbolic"
1,38,0.17160982249708,0.160702744332454,"Hyperbolic"
1,39,0.158481068121076,0.161766651251096,"Hyperbolic"
1,40,0.163970435153017,0.190279041630838,"Hyperbolic"
1,41,0.173184113551662,0.143737683352317,"Hyperbolic"
1,42,0.159029973370529,0.158494789155024,"Hyperbolic"
1,43,0.152528190356676,0.173255110548119,"Hyperbolic"
1,44,0.164664013476214,0.177859671871574,"Hyperbolic"
1,45,0.174407159782724,0.164966604677461,"Hyperbolic"
1,46,0.181931595625011,0.146606225921504,"Hyperbolic"
1,47,0.148232866674088,0.213100478423084,"Hyperbolic"
1,48,0.1736850145299,0.147904089530413,"Hyperbolic"
1,49,0.169803353355005,0.162197710565788,"Hyperbolic"
1,50,0.16597351364104,0.16195094707752,"Hyperbolic"
1,51,0.170079813908889,0.168496096454305,"Hyperbolic"
1,52,0.141431604832192,0.202799368252517,"Hyperbolic"
1,53,0.123926186572222,0.21035594143111,"Hyperbolic"
1,54,0.153990260534821,0.182655304018026,"Hyperbolic"
1,55,0.167332268249906,0.158154659912913,"Hyperbolic"
1,56,0.137535107448165,0.195334412927195,"Hyperbolic"
1,57,0.168196933269616,0.177631290862425,"Hyperbolic"
1,58,0.158270828548071,0.183919783237016,"Hyperbolic"
1,59,0.174737269214947,0.161352184207603,"Hyperbolic"
1,60,0.155096166777951,0.203002370344863,"Hyperbolic"
1,61,0.178674442553785,0.139767788495911,"Hyperbolic"
1,62,0.146777044386017,0.194858190493437,"Hyperbolic"
1,63,0.177239184257458,0.157939796701442,"Hyperbolic"
1,64,0.166478557568262,0.161898184858503,"Hyperbolic"
1,65,0.175733165427135,0.140469326208529,"Hyperbolic"
1,66,0.13981985602109,0.186123299213812,"Hyperbolic"
1,67,0.162831144109479,0.168285385336204,"Hyperbolic"
1,68,0.188428737861652,0.145253049313759,"Hyperbolic"
1,69,0.179551305205811,0.151661927941736,"Hyperbolic"
1,70,0.177860963830318,0.149740841408983,"Hyperbolic"
1,71,0.173589987610669,0.146988624396732,"Hyperbolic"
1,72,0.153875421002656,0.177295161113653,"Hyperbolic"
1,73,0.140745303065907,0.210122185941509,"Hyperbolic"
1,74,0.164366762155436,0.16186394995109,"Hyperbolic"
1,75,0.183939140653092,0.154323173894575,"Hyperbolic"
1,76,0.159135852699412,0.163200768715589,"Hyperbolic"
1,77,0.141792449594488,0.208914466805787,"Hyperbolic"
1,78,0.171825305863096,0.157432323119002,"Hyperbolic"
1,79,0.165466306749545,0.156168326879437,"Hyperbolic"
1,80,0.173071676046223,0.172592464306897,"Hyperbolic"
1,81,0.176419372171718,0.172669971328662,"Hyperbolic"
1,82,0.152891586569393,0.167371314846991,"Hyperbolic"
1,83,0.157645675562953,0.153985956871428,"Hyperbolic"
1,84,0.174797972136729,0.152142416244894,"Hyperbolic"
1,85,0.156860623663275,0.183079317999771,"Hyperbolic"
1,86,0.185937307883997,0.141897422549846,"Hyperbolic"
1,87,0.128299852196542,0.216844016997926,"Hyperbolic"
1,88,0.165176931653021,0.157894370255021,"Hyperbolic"
1,89,0.179523655514318,0.147439029405068,"Hyperbolic"
1,90,0.174749306518453,0.164684950141527,"Hyperbolic"
1,91,0.164224836892282,0.159293168757477,"Hyperbolic"
1,92,0.165528750429346,0.155354463568432,"Hyperbolic"
1,93,0.161094124721062,0.16829791660138,"Hyperbolic"
1,94,0.155847159195406,0.178648006764176,"Hyperbolic"
1,95,0.165117793500528,0.159543349881608,"Hyperbolic"
1,96,0.169374276700718,0.182478733130079,"Hyperbolic"
1,97,0.171252298712768,0.15827222911593,"Hyperbolic"
1,98,0.199566144747817,0.131476667696669,"Hyperbolic"
1,99,0.185371043452256,0.140109888055388,"Hyperbolic"
1,100,0.170996361529629,0.134008937767216,"Hyperbolic"
1,1,0.191734846887529,0.199843934190879,"Homothetic Hyperbolic"
1,2,0.169769938594667,0.233626548095061,"Homothetic Hyperbolic"
1,3,0.184862195331212,0.174901917269337,"Homothetic Hyperbolic"
1,4,0.190700675309364,0.211911861217915,"Homothetic Hyperbolic"
1,5,0.20445421151592,0.183234506189309,"Homothetic Hyperbolic"
1,6,0.198621103657462,0.174168295339813,"Homothetic Hyperbolic"
1,7,0.200241972594699,0.162728223107276,"Homothetic Hyperbolic"
1,8,0.199699849071429,0.193603973775853,"Homothetic Hyperbolic"
1,9,0.160021004904135,0.192249669854566,"Homothetic Hyperbolic"
1,10,0.193323250427342,0.196782324116551,"Homothetic Hyperbolic"
1,11,0.190539335121006,0.199470632437804,"Homothetic Hyperbolic"
1,12,0.170590159387379,0.212725733675768,"Homothetic Hyperbolic"
1,13,0.189697475124062,0.18704423570832,"Homothetic Hyperbolic"
1,14,0.179044656272766,0.222104287449211,"Homothetic Hyperbolic"
1,15,0.154845817198872,0.211200623671802,"Homothetic Hyperbolic"
1,16,0.210544538651111,0.15008910766144,"Homothetic Hyperbolic"
1,17,0.171137605067789,0.199509082328423,"Homothetic Hyperbolic"
1,18,0.178449873904816,0.206170950658715,"Homothetic Hyperbolic"
1,19,0.208858094401943,0.176724165413186,"Homothetic Hyperbolic"
1,20,0.201286341602514,0.183749379247816,"Homothetic Hyperbolic"
1,21,0.196214506935058,0.186696516298764,"Homothetic Hyperbolic"
1,22,0.190619832880128,0.187117425604415,"Homothetic Hyperbolic"
1,23,0.191178744711261,0.213002103126759,"Homothetic Hyperbolic"
1,24,0.185962621339951,0.181340980675183,"Homothetic Hyperbolic"
1,25,0.197607977462833,0.184383937707675,"Homothetic Hyperbolic"
1,26,0.207118583346163,0.158363012985503,"Homothetic Hyperbolic"
1,27,0.181450505170616,0.205236084108832,"Homothetic Hyperbolic"
1,28,0.181213851916163,0.201877797361368,"Homothetic Hyperbolic"
1,29,0.200893388645609,0.18276061722483,"Homothetic Hyperbolic"
1,30,0.195088071383987,0.186526656075593,"Homothetic Hyperbolic"
1,31,0.206925433722083,0.142532922793831,"Homothetic Hyperbolic"
1,32,0.191090258088133,0.169976984107915,"Homothetic Hyperbolic"
1,33,0.203706527358583,0.166534871490617,"Homothetic Hyperbolic"
1,34,0.184862935416275,0.218167767055925,"Homothetic Hyperbolic"
1,35,0.147818877076774,0.222122008631811,"Homothetic Hyperbolic"
1,36,0.171743289334429,0.217404916140144,"Homothetic Hyperbolic"
1,37,0.174323746164371,0.22254829524791,"Homothetic Hyperbolic"
1,38,0.181352299317195,0.18619246672673,"Homothetic Hyperbolic"
1,39,0.18799835860517,0.206887501490499,"Homothetic Hyperbolic"
1,40,0.207286919157193,0.177532399000683,"Homothetic Hyperbolic"
1,41,0.198197914637056,0.156556814649214,"Homothetic Hyperbolic"
1,42,0.197556529322519,0.169223797008856,"Homothetic Hyperbolic"
1,43,0.19152090997235,0.16407207662643,"Homothetic Hyperbolic"
1,44,0.197700071920833,0.18704624043424,"Homothetic Hyperbolic"
1,45,0.195634351980889,0.161617987325364,"Homothetic Hyperbolic"
1,46,0.200580235812479,0.177108240689838,"Homothetic Hyperbolic"
1,47,0.203776507643894,0.164856212319067,"Homothetic Hyperbolic"
1,48,0.196704223673123,0.179517876689397,"Homothetic Hyperbolic"
1,49,0.206768656043134,0.175578719460356,"Homothetic Hyperbolic"
1,50,0.166051090911043,0.203401494278867,"Homothetic Hyperbolic"
1,51,0.211141299283308,0.157356622902045,"Homothetic Hyperbolic"
1,52,0.181205619580487,0.170454626748765,"Homothetic Hyperbolic"
1,53,0.208906488283711,0.143489594794884,"Homothetic Hyperbolic"
1,54,0.156242701231272,0.21678543791004,"Homothetic Hyperbolic"
1,55,0.189493142178657,0.192796893184738,"Homothetic Hyperbolic"
1,56,0.184976551786853,0.205172741306059,"Homothetic Hyperbolic"
1,57,0.180467832233602,0.183015287953179,"Homothetic Hyperbolic"
1,58,0.181339018404163,0.231085436309467,"Homothetic Hyperbolic"
1,59,0.19985044344823,0.1854568961509,"Homothetic Hyperbolic"
1,60,0.1948115799286,0.191039707860266,"Homothetic Hyperbolic"
1,61,0.206557610924652,0.176316816878513,"Homothetic Hyperbolic"
1,62,0.202094214459747,0.178093043414837,"Homothetic Hyperbolic"
1,63,0.192774678370577,0.196926035850995,"Homothetic Hyperbolic"
1,64,0.182078095579418,0.174708399034399,"Homothetic Hyperbolic"
1,65,0.144551227748289,0.199008326079986,"Homothetic Hyperbolic"
1,66,0.192686290809506,0.195360075482167,"Homothetic Hyperbolic"
1,67,0.174214110212105,0.182027055742419,"Homothetic Hyperbolic"
1,68,0.198598487629888,0.193765445499811,"Homothetic Hyperbolic"
1,69,0.164312791497513,0.194567447232728,"Homothetic Hyperbolic"
1,70,0.214856706439404,0.16648240279558,"Homothetic Hyperbolic"
1,71,0.158059499029388,0.188517284553358,"Homothetic Hyperbolic"
1,72,0.168881374452158,0.194588992375677,"Homothetic Hyperbolic"
1,73,0.204553253690697,0.180954698299943,"Homothetic Hyperbolic"
1,74,0.190193941109371,0.193109521269613,"Homothetic Hyperbolic"
1,75,0.205981159771913,0.174949261426463,"Homothetic Hyperbolic"
1,76,0.187495999086409,0.193311508645622,"Homothetic Hyperbolic"
1,77,0.203472656334557,0.184343855386985,"Homothetic Hyperbolic"
1,78,0.175896280215057,0.204257999475469,"Homothetic Hyperbolic"
1,79,0.191568953224657,0.211849504262442,"Homothetic Hyperbolic"
1,80,0.198587540339493,0.146609673774867,"Homothetic Hyperbolic"
1,81,0.196725083936109,0.204013864981698,"Homothetic Hyperbolic"
1,82,0.199262575623528,0.190268010353555,"Homothetic Hyperbolic"
1,83,0.186192940360179,0.19382567124693,"Homothetic Hyperbolic"
1,84,0.20803832815351,0.177087264596051,"Homothetic Hyperbolic"
1,85,0.204573905420841,0.179886844713693,"Homothetic Hyperbolic"
1,86,0.184634344604846,0.221063361515459,"Homothetic Hyperbolic"
1,87,0.184816554075312,0.20528980643473,"Homothetic Hyperbolic"
1,88,0.194909248818346,0.197560946065435,"Homothetic Hyperbolic"
1,89,0.200490309100595,0.147744894515819,"Homothetic Hyperbolic"
1,90,0.185645330158605,0.194555305426006,"Homothetic Hyperbolic"
1,91,0.212203724997358,0.16293805517503,"Homothetic Hyperbolic"
1,92,0.184311299270301,0.182045526043594,"Homothetic Hyperbolic"
1,93,0.199442818727577,0.185627448737461,"Homothetic Hyperbolic"
1,94,0.192710122431726,0.193572384725664,"Homothetic Hyperbolic"
1,95,0.169988453917666,0.185027959039747,"Homothetic Hyperbolic"
1,96,0.189390244673698,0.176979766719852,"Homothetic Hyperbolic"
1,97,0.190084689296077,0.207582074459099,"Homothetic Hyperbolic"
1,98,0.182282223998259,0.181104959364101,"Homothetic Hyperbolic"
1,99,0.197176074544764,0.175208339661853,"Homothetic Hyperbolic"
1,100,0.205277009675196,0.171759168539289,"Homothetic Hyperbolic"
1,1,0.336086404682156,0.318498806276886,"Quasi-Hyperbolic"
1,2,0.338146470095793,0.326913819908249,"Quasi-Hyperbolic"
1,3,0.327835172026094,0.306865510229124,"Quasi-Hyperbolic"
1,4,0.290158385347567,0.376364754893876,"Quasi-Hyperbolic"
1,5,0.323763394717998,0.325155302558914,"Quasi-Hyperbolic"
1,6,0.31028676249492,0.347554798106655,"Quasi-Hyperbolic"
1,7,0.343460035043111,0.319317865321788,"Quasi-Hyperbolic"
1,8,0.295321172025449,0.373500424958012,"Quasi-Hyperbolic"
1,9,0.33319106207636,0.316299330287281,"Quasi-Hyperbolic"
1,10,0.301185275365485,0.370827015993104,"Quasi-Hyperbolic"
1,11,0.360683842614833,0.287396767269623,"Quasi-Hyperbolic"
1,12,0.311125179710886,0.339954511866636,"Quasi-Hyperbolic"
1,13,0.297481874692255,0.364528520092625,"Quasi-Hyperbolic"
1,14,0.357132781018215,0.306831522393218,"Quasi-Hyperbolic"
1,15,0.317428855170924,0.344338823791948,"Quasi-Hyperbolic"
1,16,0.341319620599387,0.323381471205797,"Quasi-Hyperbolic"
1,17,0.335757181189669,0.33198017185237,"Quasi-Hyperbolic"
1,18,0.316915379920801,0.337877207347395,"Quasi-Hyperbolic"
1,19,0.334340612451395,0.313138205261573,"Quasi-Hyperbolic"
1,20,0.315300718079628,0.371519468383468,"Quasi-Hyperbolic"
1,21,0.340358492949939,0.311773330315243,"Quasi-Hyperbolic"
1,22,0.314087397573564,0.347537695124086,"Quasi-Hyperbolic"
1,23,0.328377039400269,0.346559032511554,"Quasi-Hyperbolic"
1,24,0.332986428430338,0.331825884060056,"Quasi-Hyperbolic"
1,25,0.30560494498116,0.31747628389277,"Quasi-Hyperbolic"
1,26,0.332408590139912,0.336644576334748,"Quasi-Hyperbolic"
1,27,0.319610569360362,0.322068582853283,"Quasi-Hyperbolic"
1,28,0.34937527814758,0.315679239954617,"Quasi-Hyperbolic"
1,29,0.312180764273251,0.349754519690601,"Quasi-Hyperbolic"
1,30,0.325543529491558,0.342561902564829,"Quasi-Hyperbolic"
1,31,0.324797710358222,0.316559143137833,"Quasi-Hyperbolic"
1,32,0.347501074104024,0.291165691060785,"Quasi-Hyperbolic"
1,33,0.354490544882601,0.307072205022656,"Quasi-Hyperbolic"
1,34,0.324017508871482,0.35369083666339,"Quasi-Hyperbolic"
1,35,0.334128950551195,0.327081871001657,"Quasi-Hyperbolic"
1,36,0.311939943271613,0.329963415582091,"Quasi-Hyperbolic"
1,37,0.287360032138568,0.362580311078365,"Quasi-Hyperbolic"
1,38,0.321544865072085,0.328042772991175,"Quasi-Hyperbolic"
1,39,0.331345234812218,0.333584565444752,"Quasi-Hyperbolic"
1,40,0.331018698692706,0.318871915929664,"Quasi-Hyperbolic"
1,41,0.348881494462917,0.328670320574659,"Quasi-Hyperbolic"
1,42,0.328427514998282,0.322062720155321,"Quasi-Hyperbolic"
1,43,0.325400336014229,0.337726868239844,"Quasi-Hyperbolic"
1,44,0.330581744569269,0.337271484624858,"Quasi-Hyperbolic"
1,45,0.343872560350562,0.306261511774691,"Quasi-Hyperbolic"
1,46,0.336419559317206,0.330971372458452,"Quasi-Hyperbolic"
1,47,0.316647317796079,0.371171444369806,"Quasi-Hyperbolic"
1,48,0.317854223733678,0.350949346420807,"Quasi-Hyperbolic"
1,49,0.31616691425611,0.371819628365184,"Quasi-Hyperbolic"
1,50,0.351713669778779,0.322528087723226,"Quasi-Hyperbolic"
1,51,0.336450617479509,0.335483177455559,"Quasi-Hyperbolic"
1,52,0.355078453489209,0.313953234516683,"Quasi-Hyperbolic"
1,53,0.330469284142648,0.337855894582095,"Quasi-Hyperbolic"
1,54,0.323848495604438,0.320918898530598,"Quasi-Hyperbolic"
1,55,0.330805693841348,0.331512261366237,"Quasi-Hyperbolic"
1,56,0.324689956830206,0.335936947451292,"Quasi-Hyperbolic"
1,57,0.323671377294531,0.324420243474962,"Quasi-Hyperbolic"
1,58,0.329229939518989,0.342397220401651,"Quasi-Hyperbolic"
1,59,0.340763787284295,0.315194960164544,"Quasi-Hyperbolic"
1,60,0.309452614443365,0.330352343858213,"Quasi-Hyperbolic"
1,61,0.302828450861232,0.356516510986931,"Quasi-Hyperbolic"
1,62,0.341355227097781,0.323007140472083,"Quasi-Hyperbolic"
1,63,0.336230058392985,0.31202838694421,"Quasi-Hyperbolic"
1,64,0.336198736786198,0.332188215283907,"Quasi-Hyperbolic"
1,65,0.283310055827306,0.372290783226047,"Quasi-Hyperbolic"
1,66,0.334608991693651,0.306158248648891,"Quasi-Hyperbolic"
1,67,0.356394280600851,0.289660979403811,"Quasi-Hyperbolic"
1,68,0.343599619927102,0.320128675430195,"Quasi-Hyperbolic"
1,69,0.342319838279338,0.313086314438822,"Quasi-Hyperbolic"
1,70,0.355923631473661,0.277787045252326,"Quasi-Hyperbolic"
1,71,0.349709857925678,0.314247695677518,"Quasi-Hyperbolic"
1,72,0.356918889344669,0.315308299740927,"Quasi-Hyperbolic"
1,73,0.312564437378691,0.335124468504263,"Quasi-Hyperbolic"
1,74,0.325542496054047,0.323903534644571,"Quasi-Hyperbolic"
1,75,0.316561727307801,0.353188388808529,"Quasi-Hyperbolic"
1,76,0.321963422009839,0.338051438559187,"Quasi-Hyperbolic"
1,77,0.33613388235165,0.323966579107537,"Quasi-Hyperbolic"
1,78,0.345930112151035,0.320552545030388,"Quasi-Hyperbolic"
1,79,0.340777044316962,0.301255183310201,"Quasi-Hyperbolic"
1,80,0.320693005007395,0.354706967691445,"Quasi-Hyperbolic"
1,81,0.325978187272367,0.333323070092431,"Quasi-Hyperbolic"
1,82,0.295379438580623,0.378990827305965,"Quasi-Hyperbolic"
1,83,0.345177016593392,0.314725923510055,"Quasi-Hyperbolic"
1,84,0.340882565135025,0.321821417517205,"Quasi-Hyperbolic"
1,85,0.311922748861374,0.330886743901068,"Quasi-Hyperbolic"
1,86,0.335363087806237,0.32303753815228,"Quasi-Hyperbolic"
1,87,0.310651655443696,0.360027741732566,"Quasi-Hyperbolic"
1,88,0.307352290032944,0.343103177711163,"Quasi-Hyperbolic"
1,89,0.326911176877989,0.331347391515397,"Quasi-Hyperbolic"
1,90,0.351930010949551,0.326689049235261,"Quasi-Hyperbolic"
1,91,0.331698022065353,0.307008391020551,"Quasi-Hyperbolic"
1,92,0.319889688393878,0.348038271172172,"Quasi-Hyperbolic"
1,93,0.336070751906524,0.315567192509348,"Quasi-Hyperbolic"
1,94,0.306994488533547,0.363872410407872,"Quasi-Hyperbolic"
1,95,0.348163615686371,0.317609527867208,"Quasi-Hyperbolic"
1,96,0.328508569623713,0.354490553996597,"Quasi-Hyperbolic"
1,97,0.311416741216835,0.33678249116304,"Quasi-Hyperbolic"
1,98,0.320965963326248,0.339796354302248,"Quasi-Hyperbolic"
1,99,0.320646314467746,0.343118285950615,"Quasi-Hyperbolic"
1,100,0.354436618420312,0.316278347299917,"Quasi-Hyperbolic"
1,1,0.195810331036754,0.192908122192058,"Homothetic Quasi-Hyperbolic"
1,2,0.174345153746072,0.226036731385659,"Homothetic Quasi-Hyperbolic"
1,3,0.190002329470975,0.193596039143437,"Homothetic Quasi-Hyperbolic"
1,4,0.214326936935226,0.160577264234442,"Homothetic Quasi-Hyperbolic"
1,5,0.214821055805804,0.153724496357918,"Homothetic Quasi-Hyperbolic"
1,6,0.208894444021244,0.160076912760908,"Homothetic Quasi-Hyperbolic"
1,7,0.175431313189206,0.204273679285631,"Homothetic Quasi-Hyperbolic"
1,8,0.184974893106957,0.181743055292112,"Homothetic Quasi-Hyperbolic"
1,9,0.208972871600625,0.181957218750116,"Homothetic Quasi-Hyperbolic"
1,10,0.183180210245378,0.160363478386413,"Homothetic Quasi-Hyperbolic"
1,11,0.202582263338777,0.174503108595947,"Homothetic Quasi-Hyperbolic"
1,12,0.195312096091978,0.198821363845339,"Homothetic Quasi-Hyperbolic"
1,13,0.189257466794238,0.168029101726413,"Homothetic Quasi-Hyperbolic"
1,14,0.199248111418368,0.180219775122329,"Homothetic Quasi-Hyperbolic"
1,15,0.209058060238881,0.160985085656669,"Homothetic Quasi-Hyperbolic"
1,16,0.169345506088363,0.168242122088637,"Homothetic Quasi-Hyperbolic"
1,17,0.172338064585051,0.200917001572966,"Homothetic Quasi-Hyperbolic"
1,18,0.178750078091562,0.191920202400227,"Homothetic Quasi-Hyperbolic"
1,19,0.189573717878579,0.176102278446626,"Homothetic Quasi-Hyperbolic"
1,20,0.188462701384024,0.168323212548299,"Homothetic Quasi-Hyperbolic"
1,21,0.177485715789123,0.167683474024446,"Homothetic Quasi-Hyperbolic"
1,22,0.196142554841207,0.195505776581744,"Homothetic Quasi-Hyperbolic"
1,23,0.171291924399833,0.200429845704959,"Homothetic Quasi-Hyperbolic"
1,24,0.185333863238519,0.175593376958128,"Homothetic Quasi-Hyperbolic"
1,25,0.178511694620408,0.208194987131951,"Homothetic Quasi-Hyperbolic"
1,26,0.196475551422042,0.185682024981308,"Homothetic Quasi-Hyperbolic"
1,27,0.194909179272835,0.195120246278598,"Homothetic Quasi-Hyperbolic"
1,28,0.160653014544173,0.250117535832063,"Homothetic Quasi-Hyperbolic"
1,29,0.18460513750843,0.214898472635721,"Homothetic Quasi-Hyperbolic"
1,30,0.185893872076311,0.190935242265952,"Homothetic Quasi-Hyperbolic"
1,31,0.179952072817151,0.170094461377811,"Homothetic Quasi-Hyperbolic"
1,32,0.184320204552489,0.19942698521956,"Homothetic Quasi-Hyperbolic"
1,33,0.167423420972649,0.197850609925414,"Homothetic Quasi-Hyperbolic"
1,34,0.213579771711984,0.167429774718876,"Homothetic Quasi-Hyperbolic"
1,35,0.201714886434864,0.166984995742473,"Homothetic Quasi-Hyperbolic"
1,36,0.187901421975095,0.164827104140783,"Homothetic Quasi-Hyperbolic"
1,37,0.19819440030022,0.201485954092963,"Homothetic Quasi-Hyperbolic"
1,38,0.180454333006159,0.182506354146648,"Homothetic Quasi-Hyperbolic"
1,39,0.191263555408077,0.19395861696013,"Homothetic Quasi-Hyperbolic"
1,40,0.223964772029618,0.153243085148939,"Homothetic Quasi-Hyperbolic"
1,41,0.203563654575528,0.178511903369179,"Homothetic Quasi-Hyperbolic"
1,42,0.190205510966698,0.180816265200026,"Homothetic Quasi-Hyperbolic"
1,43,0.175779993864208,0.200453994076874,"Homothetic Quasi-Hyperbolic"
1,44,0.190351998608331,0.191350123768283,"Homothetic Quasi-Hyperbolic"
1,45,0.200651309776884,0.1827203250419,"Homothetic Quasi-Hyperbolic"
1,46,0.170424927700474,0.202954764996457,"Homothetic Quasi-Hyperbolic"
1,47,0.171780928950978,0.223502327647643,"Homothetic Quasi-Hyperbolic"
1,48,0.170085205277557,0.199475267982442,"Homothetic Quasi-Hyperbolic"
1,49,0.156695056759213,0.200564029280478,"Homothetic Quasi-Hyperbolic"
1,50,0.214605504873703,0.161896956956658,"Homothetic Quasi-Hyperbolic"
1,51,0.185804474770777,0.207538872872733,"Homothetic Quasi-Hyperbolic"
1,52,0.179856615457167,0.207571515711675,"Homothetic Quasi-Hyperbolic"
1,53,0.182007627932291,0.210157576041441,"Homothetic Quasi-Hyperbolic"
1,54,0.185451554308293,0.172258822423251,"Homothetic Quasi-Hyperbolic"
1,55,0.18791919593883,0.159684245456965,"Homothetic Quasi-Hyperbolic"
1,56,0.190810475348574,0.19277901950451,"Homothetic Quasi-Hyperbolic"
1,57,0.208148433739973,0.160896526602718,"Homothetic Quasi-Hyperbolic"
1,58,0.204054327247311,0.166274735752936,"Homothetic Quasi-Hyperbolic"
1,59,0.19139798364944,0.158800007666577,"Homothetic Quasi-Hyperbolic"
1,60,0.196184863710398,0.19588199668417,"Homothetic Quasi-Hyperbolic"
1,61,0.17956918468646,0.207490655147377,"Homothetic Quasi-Hyperbolic"
1,62,0.182147287348344,0.184335032894554,"Homothetic Quasi-Hyperbolic"
1,63,0.188481194228061,0.183377538710631,"Homothetic Quasi-Hyperbolic"
1,64,0.193773682395737,0.198095666924705,"Homothetic Quasi-Hyperbolic"
1,65,0.184658470634926,0.181601108936008,"Homothetic Quasi-Hyperbolic"
1,66,0.188131936371696,0.185836801769959,"Homothetic Quasi-Hyperbolic"
1,67,0.183938460074959,0.164428777459516,"Homothetic Quasi-Hyperbolic"
1,68,0.190287828111241,0.188705656464842,"Homothetic Quasi-Hyperbolic"
1,69,0.204235490320742,0.181017116369044,"Homothetic Quasi-Hyperbolic"
1,70,0.151303747535298,0.250463202098079,"Homothetic Quasi-Hyperbolic"
1,71,0.197858025838363,0.163683349878156,"Homothetic Quasi-Hyperbolic"
1,72,0.195665673738162,0.208407006216462,"Homothetic Quasi-Hyperbolic"
1,73,0.163478785712434,0.22245391888657,"Homothetic Quasi-Hyperbolic"
1,74,0.198653543191506,0.192815506323499,"Homothetic Quasi-Hyperbolic"
1,75,0.175549821459963,0.193642508468338,"Homothetic Quasi-Hyperbolic"
1,76,0.176814472575321,0.212804986406097,"Homothetic Quasi-Hyperbolic"
1,77,0.192104040064444,0.193634987797931,"Homothetic Quasi-Hyperbolic"
1,78,0.206137852034639,0.169484532923098,"Homothetic Quasi-Hyperbolic"
1,79,0.208940316196898,0.159398420477999,"Homothetic Quasi-Hyperbolic"
1,80,0.205318875853531,0.166086574523442,"Homothetic Quasi-Hyperbolic"
1,81,0.210669511817472,0.171382441022507,"Homothetic Quasi-Hyperbolic"
1,82,0.17723919169998,0.182367109656165,"Homothetic Quasi-Hyperbolic"
1,83,0.19300850627661,0.182013294732125,"Homothetic Quasi-Hyperbolic"
1,84,0.181733797194331,0.213212623864522,"Homothetic Quasi-Hyperbolic"
1,85,0.20339411810817,0.159990884505115,"Homothetic Quasi-Hyperbolic"
1,86,0.181221303775455,0.206995522518606,"Homothetic Quasi-Hyperbolic"
1,87,0.205396448415554,0.154188967450986,"Homothetic Quasi-Hyperbolic"
1,88,0.17303850466096,0.218330815515571,"Homothetic Quasi-Hyperbolic"
1,89,0.194124636439156,0.17814919914055,"Homothetic Quasi-Hyperbolic"
1,90,0.196775119052248,0.189261312995345,"Homothetic Quasi-Hyperbolic"
1,91,0.209212513548158,0.169748662429559,"Homothetic Quasi-Hyperbolic"
1,92,0.197481842426948,0.198404987235803,"Homothetic Quasi-Hyperbolic"
1,93,0.176108174532445,0.1994144102846,"Homothetic Quasi-Hyperbolic"
1,94,0.167533001038635,0.21090766340046,"Homothetic Quasi-Hyperbolic"
1,95,0.198853865330209,0.161943798869416,"Homothetic Quasi-Hyperbolic"
1,96,0.211818571566533,0.172384917625713,"Homothetic Quasi-Hyperbolic"
1,97,0.208044301144114,0.185871240347638,"Homothetic Quasi-Hyperbolic"
