Question;Condition;X1;X2;T1;T2;LaterOptionChosen
15;3;13;20;4;7;0
15;3;13;20;4;7;1
15;3;13;20;4;7;1
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;;13;20;4;7;
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;4;13;20;4;7;1
15;;13;20;4;7;
15;;13;20;4;7;
16;1;13;20;2;5;1
16;1;13;20;2;5;1
16;1;13;20;2;5;1
16;1;13;20;2;5;0
16;1;13;20;2;5;0
16;1;13;20;2;5;0
16;1;13;20;2;5;1
16;1;13;20;2;5;1
16;1;13;20;2;5;1
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;2;13;20;2;5;0
16;2;13;20;2;5;0
16;2;13;20;2;5;0
16;2;13;20;2;5;0
16;;13;20;2;5;0
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;3;13;20;2;5;0
16;3;13;20;2;5;1
16;3;13;20;2;5;0
16;3;13;20;2;5;0
16;3;13;20;2;5;1
16;3;13;20;2;5;1
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;;13;20;2;5;
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;1
16;4;13;20;2;5;0
